accidents,traffic_density,average_speed
25,7.1966,36.2852
30,6.1448,20.5273
20,6.7968,6.183
26,3.5122,44.2306
22,3.1388,46.5977
23,6.8421,25.2375
20,2.1554,0.9154
20,4.1965,40.8018
11,1.8817,23.848
17,0.083,3.7514
23,9.7006,9.4696
20,4.317,7.606
18,9.6935,34.3139
15,1.4032,14.9705
19,5.8737,6.3845
13,2.0097,45.8824
19,7.9007,47.8266
25,7.837,6.9288
19,1.1261,11.5118
21,9.1206,29.606
5,1.9463,7.5254
22,6.1298,7.9296
30,9.8563,16.8288
32,8.824,47.4585
24,9.5656,48.1221
20,3.426,42.0894
21,1.0558,34.7856
22,1.8835,36.0337
15,5.0049,23.4786
27,7.9323,26.5077
14,1.5015,31.7226
24,6.5973,36.5643
18,3.2358,4.8423
21,3.412,11.2444
23,6.6192,48.1472
29,4.67,16.7571
28,8.1203,13.4237
9,1.5592,21.0956
26,7.8995,14.546
14,0.6424,4.559
15,1.9405,10.3981
25,6.5615,32.008
20,8.5493,11.1591
21,2.5268,32.3834
12,3.2719,5.004
23,5.3712,2.0938
13,2.1157,43.0784
33,8.1116,38.0013
25,7.7364,33.3014
22,1.4529,1.545
20,4.6383,11.9677
29,7.7483,40.6157
26,3.3733,7.2334
17,6.3311,40.6427
17,0.5021,29.2117
15,6.0869,37.0184
11,1.5265,32.2254
22,8.3058,20.8495
30,3.5545,14.5989
23,2.8155,33.6365
19,8.4089,40.3456
17,0.5014,2.2366
22,3.9661,18.9954
17,3.7,17.5365
14,2.848,27.9735
22,9.1175,5.6963
23,7.5093,46.671
16,0.6392,27.4255
27,7.1469,46.1876
23,5.273,40.847
18,9.0087,9.5819
16,3.1295,6.617
27,5.7416,43.0625
30,5.0076,26.805
15,4.8956,0.9871
19,4.5611,46.7113
16,2.0563,23.6514
15,7.5571,15.0468
20,4.5134,25.8299
27,9.5852,41.1459
20,2.6081,5.5146
28,6.8274,17.9466
25,9.4072,15.9433
19,6.6346,41.9825
28,8.7127,38.9234
32,8.2748,20.0052
22,3.6012,33.2244
28,6.0012,19.7223
13,1.5626,28.5657
22,5.3553,49.5608
21,2.3042,26.7787
20,7.4374,49.4287
28,5.2806,37.36
19,4.1123,6.0361
18,2.688,39.7983
19,9.987,8.0643
13,0.7171,26.6164
10,0.4356,30.6623
23,2.1726,44.6115
19,9.7107,10.5212
30,9.7924,43.7971
29,6.5493,46.7247
24,8.8011,4.4744
20,2.1396,44.2643
23,9.7204,12.959
15,1.4278,4.05
13,1.0113,47.9287
16,1.1221,19.6102
21,5.7313,31.1492
27,7.8097,27.6437
26,3.6667,10.6591
24,9.779,33.4783
21,4.3442,2.3057
12,1.5045,10.1547
28,4.6597,47.2332
31,6.7904,47.6754
21,8.3223,24.1328
27,4.5877,8.4536
26,5.9361,21.081
12,2.6734,43.8535
24,6.4592,3.5137
19,9.8597,6.3934
20,0.4905,44.7826
25,8.8653,20.7692
24,5.6228,4.1729
13,2.521,6.9605
29,9.5489,44.1224
11,4.8335,24.5052
25,3.3169,8.1497
16,1.815,44.703
24,2.4445,42.2639
25,8.3285,1.1512
17,6.1441,29.0495
15,9.1325,12.2168
18,2.3197,26.6568
21,1.2114,13.9634
22,0.0609,15.7938
17,5.0786,30.0926
25,9.9831,26.943
19,6.9497,19.7596
21,3.0839,5.3784
26,8.7686,48.4712
30,7.8172,8.7303
13,0.1542,31.6559
21,8.1686,4.1372
12,3.0053,34.4156
19,1.4967,4.742
18,2.2633,11.4754
22,4.6858,32.3493
22,4.2487,14.1468
8,2.8889,26.6425
15,1.7222,6.2253
18,7.6223,10.12
20,9.9011,36.6888
26,7.7779,1.7569
19,2.9594,5.59
12,2.4481,10.7478
24,2.1767,1.0095
10,1.367,4.7689
19,5.5133,14.0696
22,6.054,4.6459
13,7.055,43.306
21,6.8021,3.3037
24,2.9233,43.0492
26,3.3031,41.143
16,6.8151,5.0381
25,3.4945,1.2596
21,2.1262,2.4996
18,3.7434,29.5189
11,2.7208,33.5177
20,0.8831,31.0327
26,8.3014,27.0738
18,8.5311,8.7342
28,2.1975,42.0477
18,0.6477,16.3777
28,7.3883,49.3089
18,2.1153,19.2429
26,3.9344,13.1502
12,0.6414,44.7125
20,2.2627,28.3707
26,7.929,36.0925
28,8.044,20.4199
24,2.0708,44.3458
13,3.3591,45.8863
13,1.3424,21.8384
13,0.7417,12.0362
23,9.9217,32.3836
15,6.5559,47.7292
17,5.421,31.1223
20,7.655,47.7111
27,8.4008,17.1904
31,8.0671,45.754
20,0.1654,5.6283
13,1.8681,17.9417
20,6.5491,24.7236
24,3.7576,32.6555
19,9.8248,14.707
21,6.654,46.212
25,9.5655,45.1748
20,2.0145,39.9668
24,8.6396,5.7181
21,3.2135,3.9145
27,9.8956,24.9066
22,1.5769,38.2672
20,5.1634,6.1618
28,7.9284,32.0719
18,4.3264,26.3928
22,4.6808,36.2995
22,9.8636,21.7688
19,4.2531,34.6648
25,6.0407,7.9804
13,0.5454,10.7297
26,8.4221,45.1667
15,6.4817,16.4688
20,4.0402,49.2753
17,0.1617,2.3102
29,5.9167,24.7938
21,0.1266,16.2494
13,0.012,49.7983
21,6.161,49.5017
15,1.8902,11.7622
18,1.9189,13.3628
14,6.5327,37.4836
15,0.537,44.4837
19,3.1341,33.1848
19,1.4943,43.2354
15,5.8018,3.1646
25,6.6177,32.0264
28,7.2114,35.0085
29,2.5523,9.516
10,0.8925,38.8985
15,0.7868,47.2133
28,4.2615,44.8983
21,9.4584,12.2484
18,2.1773,16.1996
22,2.5674,24.9806
14,1.0089,7.9181
28,6.0557,47.6977
22,6.7987,8.0798
19,6.4293,38.0711
26,8.6113,17.0714
23,4.8643,28.686
14,1.3446,2.3587
22,2.8941,10.2506
32,6.6243,22.2196
27,6.1312,33.8596
19,5.31,38.8781
28,6.8296,1.507
10,6.3739,7.6245
22,8.8132,36.4896
18,5.8602,40.6528
25,7.786,11.8286
7,2.4871,11.4827
24,6.7818,4.4015
22,9.0219,7.5147
24,3.8573,0.4008
28,7.791,29.4916
17,7.2479,45.1946
20,0.5953,7.4788
29,5.8151,37.5722
17,1.3019,28.6829
28,9.6732,46.9961
21,8.1141,39.9061
19,1.0972,42.6365
13,1.2175,31.9571
20,5.9447,40.5668
16,3.4489,17.5435
20,0.3491,10.4509
26,5.4164,45.626
18,3.8785,36.7168
19,1.0108,4.5351
28,8.0192,43.3455
26,9.1508,17.4452
21,7.5659,14.9139
24,8.2242,31.1657
11,2.1649,28.4299
24,2.6357,26.9128
17,2.0853,12.7439
25,7.6506,47.9887
20,9.4792,47.506
24,7.1684,0.2081
23,8.8147,16.8914
25,6.387,2.2774
12,3.8766,42.5124
24,4.2576,44.3259
15,0.7532,25.9149
15,0.3146,41.9839
26,6.9548,35.168
30,4.3843,24.9787
21,5.5222,18.1906
24,5.5766,13.3113
22,2.7738,12.9715
18,4.7589,28.1032
11,4.7076,8.3404
19,3.8843,8.7396
21,8.2068,0.5197
26,4.5116,30.6664
23,6.0364,49.7172
28,8.9552,44.461
21,8.6623,35.2845
20,8.9042,39.2763
16,2.7,20.8426
23,0.3498,14.904
18,2.6107,18.4314
14,2.7871,4.0711
26,9.0936,31.6898
21,6.4924,8.7433
9,0.817,38.1439
18,1.3538,9.4988
18,1.5568,11.4062
25,6.3042,47.8653
27,7.3541,5.2698
28,8.5964,24.9421
25,9.4064,3.1343
17,2.017,4.5195
20,3.0977,31.675
22,2.4032,31.5364
19,3.5876,9.656
30,9.1467,43.6243
26,5.7511,35.1093
15,7.3819,15.0305
31,4.9012,12.4193
16,0.2886,37.7143
25,0.642,36.6812
16,5.3792,7.4416
24,7.1879,17.4594
26,2.1533,10.8339
22,7.2191,14.7072
18,8.1067,14.3782
17,4.119,48.8012
32,7.4642,37.5106
12,4.0403,39.0026
12,6.7835,13.8712
13,7.64,0.0264
21,9.9193,2.9079
18,3.454,27.65
18,4.1104,14.2741
14,1.6562,9.6477
19,2.0407,2.482
22,6.934,43.7941
26,9.1705,30.0064
18,3.946,5.3687
18,1.7984,38.3202
24,2.851,37.7913
13,4.5505,14.4702
20,2.9065,9.4213
14,2.3358,40.6991
27,7.3598,16.4782
23,0.0784,42.3714
15,5.3923,2.1826
24,7.9377,24.9644
9,2.6623,8.9798
20,6.0329,33.6022
21,6.689,49.8607
24,6.5502,20.6256
16,4.4585,5.0155
23,3.4658,15.8837
27,8.3592,44.5753
27,7.5845,38.2881
28,3.2126,11.6106
11,1.0302,47.6799
13,0.7181,31.1094
17,0.9428,8.4025
20,5.8287,28.6161
17,0.5166,22.5638
21,3.3693,40.9849
21,7.532,17.208
12,2.9435,43.7489
27,7.6331,40.5985
20,7.4547,33.7302
21,2.4583,12.9304
12,7.2882,48.5165
31,7.4778,27.4333
17,3.9745,45.3757
15,2.1042,10.7865
19,5.2127,49.1689
27,9.214,40.803
17,6.3962,47.4613
18,1.7292,10.6183
20,6.8276,21.5329
25,4.272,4.8817
22,5.9153,6.8485
17,7.3406,14.1979
24,5.1495,47.5813
32,8.1398,33.3596
28,7.2216,15.7316
20,6.1507,47.7287
19,1.5079,36.9866
23,8.3595,45.349
31,9.3591,46.361
13,1.3697,37.5385
26,4.8824,12.1567
22,2.5889,49.8294
22,7.5452,16.2545
21,7.2163,33.5853
28,1.4089,42.2406
26,8.7703,8.7575
29,1.8097,30.4521
20,7.9726,18.7586
16,4.5698,12.2145
24,3.2827,0.5886
21,1.5824,43.5987
17,1.6761,6.7941
21,6.6189,43.9059
21,5.5043,30.0345
23,1.2209,31.0528
19,1.127,41.4326
18,0.7231,25.4721
28,7.4377,17.8642
23,7.1188,6.9403
16,0.5843,28.5208
26,5.6027,27.6584
15,0.8468,14.6948
25,9.0375,30.0028
30,9.0712,21.9683
20,6.9823,40.2765
28,9.2619,27.9743
18,8.1145,46.6839
26,8.2854,25.8991
25,5.6971,44.3748
17,3.0606,26.0263
22,2.178,27.9017
16,3.272,18.3404
21,6.285,20.0085
14,1.7266,46.6551
24,2.5864,11.1641
21,4.6806,6.0729
16,2.3305,41.5105
16,5.8864,28.8455
26,9.2318,14.2324
31,7.4809,21.62
14,6.6643,26.2453
17,5.8272,29.607
23,4.8795,41.0526
21,1.8656,19.7176
26,8.9471,33.8252
13,2.4854,41.7383
23,0.9131,42.1887
20,7.5002,12.7123
19,1.7562,17.5087
27,3.719,29.7453
17,0.2828,44.2886
21,1.3707,39.5223
20,1.732,29.1981
23,0.5441,49.1867
22,6.5666,21.9494
32,8.3701,42.1225
14,3.7332,40.921
19,8.7458,45.4019
21,2.1335,49.3839
22,3.2539,24.7848
23,1.5074,9.7815
20,6.2056,23.0448
22,4.1987,42.6942
25,6.1328,41.8053
20,7.6167,16.7985
23,5.457,2.3653
30,6.2763,25.4921
29,9.3525,23.705
16,2.9906,4.2882
19,3.5916,39.7445
23,7.177,14.1795
27,6.1131,32.2876
9,1.7853,5.0744
19,3.7615,43.0352
24,4.6784,36.9637
24,4.1939,19.4211
14,1.7827,31.4744
26,9.2443,9.3727
21,7.6232,49.2711
16,4.8136,39.8054
18,6.8006,39.447
13,8.9728,7.669
18,1.3617,0.8867
20,2.5037,29.2686
15,5.427,7.206
26,7.9901,39.0217
17,0.3625,20.8038
28,9.8402,16.9297
25,4.5491,3.6825
14,3.5923,49.8033
26,2.9272,47.8005
9,1.7436,6.5798
14,7.9157,16.6406
18,9.5541,19.5394
16,4.1364,14.8401
21,9.5242,46.7234
21,8.238,36.0671
25,4.8105,47.7958
26,6.7403,43.7253
18,4.3498,37.7271
21,5.5872,34.8484
18,0.5805,43.3081
29,6.9626,34.2075
12,0.5282,9.436
17,8.1708,32.4063
31,8.2495,25.7501
14,2.3708,49.0947
15,3.2366,25.4983
15,4.8131,1.9227
18,5.9666,13.2095
10,2.8735,45.8691
30,5.9249,48.1178
18,2.9779,36.4249
18,0.5549,2.8432
6,0.0253,1.1771
7,1.0115,23.9798
26,7.9225,49.9836
25,9.6143,43.4648
18,4.2697,46.6554
26,5.1268,31.1771
17,1.4685,42.9562
27,5.5103,15.9849
21,1.4465,1.3682
18,6.1121,45.9125
26,9.3326,10.9215
15,1.957,36.4243
30,7.6456,32.9484
15,0.235,7.9082
14,3.755,9.7889
11,1.1075,16.4536
14,3.5248,37.8465
10,1.7354,1.9622
21,3.733,20.3534
26,4.1752,33.2557
18,3.0059,8.5735
22,6.5662,5.9709
21,9.1885,19.5106
20,4.006,14.328
18,1.9234,32.4548
18,2.7072,48.4784
28,8.54,0.2234
30,5.7164,45.119
26,4.5501,21.6612
18,1.4964,33.2004
22,4.4973,42.5514
26,2.7849,28.6729
24,9.4316,4.8656
26,8.8407,7.0298
14,0.839,39.464
18,5.1665,11.4549
24,2.2506,28.4519
23,4.1078,21.404
30,8.7685,15.1819
26,5.2751,39.3484
22,3.3422,36.5608
23,2.0789,32.3054
18,8.0032,18.6336
17,6.2452,11.3235
19,4.6807,25.7947
26,2.1748,40.8552
24,3.3425,28.7832
24,9.5984,48.507
10,5.2009,0.7719
24,4.007,49.9173
18,5.2142,34.5705
18,7.7899,41.6337
22,3.4011,16.7476
16,1.7871,25.4171
31,5.8494,39.8495
26,6.652,38.0325
17,7.1272,16.7017
24,8.8199,16.2205
15,3.7117,33.1406
24,0.7535,46.683
34,9.5835,21.9393
17,4.3501,17.6471
30,6.2326,44.7344
22,6.6631,34.1528
18,5.4651,19.4138
12,2.0526,2.8638
12,7.5514,36.0745
21,8.0375,17.6443
16,5.5298,3.5283
16,4.8856,30.6145
18,1.1394,16.1503
21,0.8395,16.9228
22,3.3956,23.9585
24,3.1085,35.8737
20,9.5366,13.8165
22,7.8362,4.0473
23,6.5992,21.2213
25,5.1765,2.7463
11,1.6737,34.8634
28,9.7846,47.9622
17,3.7504,32.9379
16,1.0693,13.7695
21,4.938,9.0851
28,8.74,11.6392
25,8.8729,11.0805
13,0.1097,15.6915
15,8.863,4.8673
15,2.7148,44.786
27,0.3897,44.256
25,8.4779,30.7618
21,8.6387,3.096
19,5.9623,40.2
22,5.7443,3.0894
26,8.1312,5.3211
18,7.8631,16.2648
30,8.9011,21.5735
29,5.5275,17.6944
30,9.6765,8.2615
24,9.9615,5.6065
12,1.1654,42.9708
19,8.4954,18.1591
18,4.9982,10.93
16,3.8757,24.3496
25,6.1307,1.8412
13,0.5597,30.0141
23,5.0646,12.4245
26,8.7089,29.9098
19,2.1346,30.7063
23,4.2639,40.4612
25,9.3948,11.4952
24,4.2856,23.1732
26,3.5837,48.0944
26,4.4054,36.3562
14,5.1945,48.7672
20,6.3199,46.3683
18,8.0069,30.5374
15,4.521,13.1965
20,8.1748,37.8462
18,5.3372,34.906
14,3.3848,29.4445
23,6.5795,34.8915
27,7.1772,30.6793
23,5.5805,25.969
16,0.5661,20.7978
13,1.6988,2.2354
23,2.853,43.2844
24,2.8263,43.277
24,6.7342,29.7024
24,0.1835,13.3942
28,7.5568,1.4066
16,2.6534,0.0714
12,3.1002,3.6454
15,5.2791,17.9943
8,2.1593,9.4198
26,8.8447,13.2529
14,0.8537,34.983
23,4.4438,47.9575
27,8.4942,10.3388
27,6.1584,23.2822
23,2.9233,49.574
24,4.2076,46.5837
22,7.0669,17.6158
24,9.7326,15.9845
22,8.9314,12.1085
22,3.4243,7.7701
18,9.982,23.0026
17,0.035,17.056
22,0.2763,37.2419
22,8.2384,11.8433
19,1.9946,36.8166
19,0.6077,14.4073
25,2.3715,29.6364
24,4.261,31.9215
23,7.3057,33.5891
21,6.2434,8.7669
24,2.3762,14.1356
19,5.0327,12.3058
19,9.2621,28.808
26,8.1501,3.7873
16,3.2319,25.9128
20,9.8226,4.3734
27,7.0862,16.8528
23,0.6245,34.3353
17,0.3516,20.6282
14,1.6841,14.0171
18,7.2786,30.7929
22,1.8374,37.0135
17,5.1149,12.7292
21,0.9326,14.97
20,9.2089,32.0147
19,3.4396,48.2612
29,9.0813,10.6936
24,9.4488,32.7124
18,0.0613,45.3295
22,4.6414,23.0983
10,0.2466,15.8422
35,9.0869,33.3436
22,5.1841,1.5716
18,0.7494,18.008
12,1.1028,12.8987
14,3.8351,11.2311
29,9.4023,8.988
19,6.9291,36.8532
22,8.6762,47.755
17,3.6646,19.2385
15,0.4321,2.4552
26,9.7432,35.9456
13,0.1717,26.9102
31,9.4765,36.1822
28,3.6868,32.3952
17,0.1009,45.2718
11,6.8916,7.022
24,9.8054,8.4581
32,9.6563,17.0785
23,1.6094,24.5694
21,1.8125,46.2857
29,5.6554,45.3482
22,6.373,43.5936
13,7.3942,11.1263
19,1.8105,36.4838
25,9.5901,19.1746
24,6.3874,46.5591
24,8.4705,10.7268
15,5.4007,7.0629
19,4.1428,42.1193
28,9.7718,35.8454
24,5.8212,41.0711
25,8.6687,7.8972
18,9.5329,44.2396
29,6.7535,33.881
18,5.4894,32.578
13,0.0351,29.1292
15,0.4002,38.2438
14,2.0085,20.7804
22,1.8601,6.6411
19,2.5476,26.9632
14,3.0493,37.4051
20,3.6007,7.6824
25,4.2054,11.201
21,0.9887,34.8273
21,0.4236,13.4825
24,6.7394,8.497
25,5.3733,44.4696
18,4.4414,8.0448
29,6.3444,17.2074
27,8.2768,21.4215
14,4.2769,23.807
20,6.4112,18.0655
22,9.5357,45.6269
23,8.3962,32.9313
20,4.26,17.9747
18,6.4472,17.886
16,1.7707,25.1476
28,5.6052,1.6832
19,9.8133,46.3321
16,5.1832,11.1655
26,9.2764,34.8796
20,4.0733,38.8861
28,9.9884,41.3692
22,5.7922,8.2821
14,0.4227,26.8347
20,5.8675,4.1837
24,2.7457,40.2396
11,0.3248,24.3226
17,8.2085,7.9245
17,2.7573,35.9339
20,7.9655,16.5585
25,2.8822,5.7253
21,1.9433,23.0537
21,9.7394,11.7623
12,3.6165,47.5111
22,6.0138,18.0681
25,6.0998,28.6226
16,5.6047,47.418
27,9.147,19.6861
16,6.7444,17.9063
15,4.0373,8.1203
30,8.6238,46.9152
15,1.8106,40.0372
28,5.4424,11.0505
25,9.5055,16.6337
23,6.254,45.7456
21,8.1697,26.864
17,6.5356,27.8167
24,8.3937,32.4072
26,9.4449,38.1082
18,2.7292,46.9643
13,1.6966,40.1113
27,4.8399,46.7275
14,7.0186,41.0305
21,2.2719,2.3217
17,0.041,5.8767
27,3.4294,44.2446
30,9.6886,1.3848
22,6.9497,39.7087
19,4.0133,42.4922
19,1.9258,20.7732
25,3.5609,17.7427
20,1.6984,9.7202
12,1.0631,2.4459
26,9.0674,37.2691
29,9.9765,3.6864
20,1.6411,47.2335
25,0.5452,14.8372
17,3.2973,39.7122
19,4.6166,2.9841
17,2.0482,26.8139
22,3.0142,17.455
11,2.0087,1.5001
23,7.7426,32.79
24,7.1258,47.1581
17,6.3495,0.5376
17,3.8722,13.5218
26,9.0904,35.1803
24,9.6953,43.5627
15,1.7364,9.539
12,2.2301,3.5358
18,5.2563,0.4321
21,0.9125,10.7603
20,4.3645,3.5659
23,5.8179,17.9691
27,5.2207,22.0063
22,3.3091,23.9962
18,5.4245,7.1165
17,9.588,23.1994
13,2.0602,0.4526
27,6.5483,11.9711
14,0.434,18.4543
17,0.6642,5.9176
18,5.5183,40.7002
17,1.0494,10.0606
26,0.2235,37.7445
29,1.7151,23.6947
20,5.6485,23.9872
22,7.0334,32.2597
22,2.0248,2.2139
19,6.6826,3.938
20,1.8248,16.3422
22,6.1346,20.8411
17,4.1196,21.497
33,6.538,33.8444
21,9.9505,0.0353
32,9.3782,47.9553
27,0.0428,8.7244
27,8.8544,12.4316
17,0.6649,45.2814
21,9.5305,0.2746
24,2.8183,49.5653
10,3.8203,1.7979
23,0.9164,6.0273
20,1.1227,12.0053
26,7.2674,21.9361
28,9.4433,25.9226
18,6.1075,5.2359
14,7.1585,3.6837
29,7.6197,1.593
8,2.6281,12.8375
10,0.4523,46.0766
14,0.0187,19.4921
25,3.5065,38.2004
28,2.4146,9.5094
22,0.6232,3.234
28,1.7953,27.714
20,1.245,41.1046
25,9.1488,44.923
20,1.4027,27.3102
14,5.3765,14.7016
17,5.9311,5.4756
17,5.4349,33.3911
19,0.9906,14.0218
18,3.188,42.1981
15,0.5127,30.2561
26,3.9567,42.9439
27,1.886,28.3327
17,5.6163,38.5871
22,6.9281,14.7153
16,5.3212,25.1529
20,4.3424,0.9703
20,3.8733,30.3916
30,8.4169,26.687
23,2.1937,37.7641
24,7.3422,36.4478
33,7.5748,31.3809
13,4.192,2.8343
17,2.973,45.1505
13,4.7054,0.901
23,0.9321,40.1634
18,0.4593,23.9673
23,1.116,40.8997
25,1.8715,23.2535
21,5.0418,32.3469
18,8.4914,18.1633
19,2.3564,37.1839
23,9.3516,12.7088
22,9.5491,35.9678
12,9.589,9.6691
31,8.3756,36.1084
20,3.6383,14.6836
20,0.7268,13.9316
17,5.6882,40.5747
16,5.5868,40.6846
26,8.4998,34.5701
18,9.9599,46.1954
15,5.0816,7.8097
25,3.452,13.4661
24,1.859,14.7007
19,0.048,15.2643
16,5.0911,16.4016
23,5.5552,34.8505
17,8.2494,13.5379
20,5.0458,14.2961
20,9.1647,28.5207
22,6.2808,9.6679
23,8.4034,18.2444
10,1.483,2.897
23,8.5534,47.6274
22,6.7514,15.8654
24,1.7023,42.5021
14,1.8976,26.4973
31,9.265,11.4106
17,0.3222,9.6714
22,4.6253,34.748
22,3.1348,48.2434
24,6.6508,9.1535
15,8.3963,5.7711
25,3.6038,19.355
16,4.269,19.6905
24,9.8192,40.3126
28,7.8392,23.4445
23,8.972,3.1231
18,4.3876,46.0334
12,2.3408,18.6594
16,4.1186,33.4266
14,7.1609,33.3744
18,1.0943,2.8171
20,2.7047,0.1802
12,0.4664,4.4019
23,4.3235,47.8266
19,8.2745,39.6996
15,0.2466,6.6006
22,6.7532,30.7435
26,9.325,30.5987
19,2.3693,0.028
26,6.9363,21.4532
26,9.751,35.5888
20,9.6228,9.3396
23,2.3493,42.5452
13,1.0033,33.0152
20,1.4828,0.3462
23,7.0204,42.7457
16,7.2576,0.97
20,6.7424,44.3964
21,3.3608,16.6859
17,1.6978,34.9325
21,5.8076,39.3715
17,4.8368,14.0634
17,7.2883,17.8218
20,4.4136,25.4771
17,3.3864,29.1346
24,2.9348,14.6021
23,2.1147,49.6198
20,2.6575,36.8502
15,0.9483,13.7076
16,3.4686,32.0216
19,0.3657,21.7686
28,1.8641,43.0164
21,7.4677,16.4475
21,3.2547,9.3927
19,6.6824,2.3068
34,7.1688,49.2155
19,5.8119,17.9611
12,9.587,11.0259
21,0.2144,24.5884
24,7.3865,14.582
32,9.5879,11.645
21,8.6227,30.8192
16,1.6789,3.7424
20,3.2682,25.4496
14,1.7245,19.3716
19,6.0131,26.6265
29,7.1219,16.022
26,3.1707,28.516
14,5.3951,4.0909
19,6.9092,18.8079
17,4.2134,11.8749
22,8.5402,21.9045
20,7.7155,19.9168
21,0.6467,31.5592
18,6.2113,31.4379
13,2.3533,20.6682
19,5.5752,9.0812
30,9.5689,29.0957
30,8.7906,48.3258
22,4.0452,9.2721
21,2.9151,3.453
19,2.3441,13.2281
18,5.3251,20.646
17,1.1425,15.3094
23,5.4928,41.7355
13,0.0133,24.6514
22,3.2385,12.3064
25,2.1993,47.51
27,9.7122,6.2531
26,7.2724,6.1456
21,3.4965,12.2642
12,0.9285,3.8386
22,5.168,37.5826
17,2.1345,15.6405
25,5.3643,36.4919
23,8.3536,38.1369
19,6.1579,11.8759
18,6.3379,25.9182
16,5.4103,25.9796
35,9.2727,43.5682
31,9.319,1.2815
16,5.1272,15.84
20,3.0576,44.1245
23,4.5959,11.8402
15,1.8656,6.844
19,6.3634,28.807
12,5.0009,15.2938
6,1.033,23.3647
17,1.9765,41.0006
21,4.7963,26.0348
16,8.8759,25.7945
28,5.6639,13.9091
26,6.8154,39.6433
15,3.3903,36.9907
21,5.7141,11.706
22,4.4738,16.0002
32,6.5913,39.4314
12,0.5058,17.8859
24,4.933,20.178
17,2.9599,18.2206
20,3.2619,8.0816
23,9.6092,17.0448
13,1.8269,40.1468
26,3.1125,24.5538
21,5.0989,22.9109
28,8.6303,7.8176
12,4.1667,8.8785
16,7.4387,2.1475
19,8.5637,0.6978
23,3.1002,24.4007
19,3.9275,20.4616
17,3.5656,13.7689
23,8.3286,49.5023
13,0.4435,19.8998
20,3.0842,39.4423
25,6.7941,10.5273
16,5.6544,12.3521
19,4.3629,28.4196
16,5.3995,0.2014
22,1.9758,0.8713
16,4.3072,7.1109
22,5.017,11.1561
27,9.0119,26.3925
18,2.6084,34.3115
23,8.6783,15.5939
23,6.4424,11.9535
16,0.2034,41.1406
26,7.2463,8.1388
20,0.3555,33.9163
20,9.9738,46.5665
15,8.7264,11.6105
23,2.9734,4.3483
17,2.5741,48.9879
12,3.8144,13.5387
12,3.5617,13.7832
26,3.7234,24.1886
11,3.1828,11.5529
23,6.2113,49.6436
19,1.6426,2.1483
33,8.4598,22.5737
27,8.124,27.4173
27,4.7648,23.3475
26,8.5273,26.0261
22,2.4715,49.379
11,0.1757,43.8451
18,6.1921,15.4222
23,4.5791,27.5739
15,5.6716,0.0156
22,8.9934,20.4785
21,9.6993,8.1937
25,6.3445,35.568
18,7.6406,11.0545
15,0.8381,37.4448
17,1.6072,15.658
29,7.332,46.2914
20,4.3137,22.2708
16,4.4597,41.9759
19,3.0861,31.4083
28,6.0736,48.8699
22,1.8517,37.1361
17,6.2692,36.3852
11,1.738,13.2433
20,0.6383,25.243
9,3.3036,14.5057
18,2.3114,0.9647
17,8.8899,35.5293
16,0.5495,11.7918
14,1.7661,19.8662
16,5.4872,14.2319
20,4.8107,9.9818
12,0.4585,3.356
17,0.0725,16.8945
22,9.8807,4.0872
19,6.5883,27.016
21,3.6541,0.9812
26,4.7043,47.001
17,2.6655,48.3238
20,3.4487,15.2327
23,6.4904,13.0097
19,8.8281,5.2203
23,1.8413,45.2459
20,8.4036,29.3432
20,1.2156,30.5062
20,2.1499,44.7928
10,0.3718,45.5393
15,1.4081,41.4171
26,9.173,38.6721
20,4.5944,43.8621
15,0.7767,43.7985
22,9.5973,18.4322
26,8.7899,48.6696
18,7.5468,35.4566
14,9.3347,18.5105
16,2.2013,22.1025
32,8.3637,34.3566
17,6.8999,18.0549
27,8.6976,41.3279
17,7.9691,7.4032
21,3.465,45.3797
16,7.744,15.0599
15,2.6246,7.6356
24,3.2859,42.9012
17,1.0791,11.9732
19,9.3508,42.1698
26,2.91,14.8132
12,5.2062,46.6932
18,3.9133,10.9539
18,9.5993,3.4825
25,3.3505,46.8266
25,7.7855,8.2813
15,8.5542,47.2066
22,4.3561,41.1989
17,3.7817,4.0963
25,7.4775,22.2568
30,9.129,3.67
31,7.5493,16.4893
18,2.2713,17.5752
15,8.8831,29.9817
22,3.8758,48.7948
19,5.7623,8.4882
25,8.3144,16.4575
15,1.8839,29.3551
24,7.8451,8.571
16,5.9616,35.5355
25,8.9334,20.183
16,1.7197,47.4786
25,4.2068,31.4935
13,8.3284,18.154
23,0.1923,35.9737
27,1.122,41.9377
22,9.9057,40.024
15,2.8039,13.1382
25,9.7554,20.8492
20,1.8253,22.6089
20,3.6109,19.4192
25,7.5287,15.5432
16,6.5778,37.6374
16,5.8112,0.6112
19,5.299,14.6772
22,8.4344,7.0809
14,2.3495,6.4385
12,4.4247,13.8479
20,1.5545,38.1077
27,5.9594,48.4711
18,2.5054,25.7309
14,3.3384,16.9486
25,4.7125,41.4585
12,0.2677,3.3552
18,0.9194,4.6584
29,6.8593,17.2683
25,4.2897,22.4204
26,8.6479,39.8919
29,6.9467,46.2632
22,0.081,26.5638
15,6.1671,24.7822
11,0.9372,10.6506
16,7.8093,22.5591
33,9.9151,46.1822
26,5.312,19.645
25,6.8278,10.5341
17,2.3731,16.8648
15,4.376,25.7297
29,8.561,29.9293
20,1.6742,21.6215
17,2.6554,37.9268
22,4.4543,29.2227
